fips_full,year,CDD_1mm_Wweek_in_gs_1.0,CDD_1mm_Wweek_in_gs_2.0,CDD_1mm_Wweek_in_gs_3.0,CDD_1mm_Wweek_in_gs_4.0,CDD_1mm_Wweek_in_gs_5.0,CDD_1mm_Wweek_in_gs_6.0,CDD_1mm_Wweek_in_gs_7.0,CDD_1mm_Wweek_in_gs_8.0,CDD_1mm_Wweek_in_gs_9.0,CDD_1mm_Wweek_in_gs_10.0,CDD_1mm_Wweek_in_gs_11.0,CDD_1mm_Wweek_in_gs_12.0,CDD_1mm_Wweek_in_gs_13.0,CDD_1mm_Wweek_in_gs_14.0,CDD_1mm_Wweek_in_gs_15.0,CDD_1mm_Wweek_in_gs_16.0,CDD_1mm_Wweek_in_gs_17.0,CDD_1mm_Wweek_in_gs_18.0,CDD_1mm_Wweek_in_gs_19.0,CDD_1mm_Wweek_in_gs_20.0,CDD_1mm_Wweek_in_gs_21.0,CDD_1mm_Wweek_in_gs_22.0,CDD_1mm_Wweek_in_gs_23.0,CDD_1mm_Wweek_in_gs_24.0,CDD_1mm_Wweek_in_gs_25.0,CDD_1mm_Wweek_in_gs_26.0,CDD_1mm_Wweek_in_gs_27.0,CDD_2mm_Wweek_in_gs_1.0,CDD_2mm_Wweek_in_gs_2.0,CDD_2mm_Wweek_in_gs_3.0,CDD_2mm_Wweek_in_gs_4.0,CDD_2mm_Wweek_in_gs_5.0,CDD_2mm_Wweek_in_gs_6.0,CDD_2mm_Wweek_in_gs_7.0,CDD_2mm_Wweek_in_gs_8.0,CDD_2mm_Wweek_in_gs_9.0,CDD_2mm_Wweek_in_gs_10.0,CDD_2mm_Wweek_in_gs_11.0,CDD_2mm_Wweek_in_gs_12.0,CDD_2mm_Wweek_in_gs_13.0,CDD_2mm_Wweek_in_gs_14.0,CDD_2mm_Wweek_in_gs_15.0,CDD_2mm_Wweek_in_gs_16.0,CDD_2mm_Wweek_in_gs_17.0,CDD_2mm_Wweek_in_gs_18.0,CDD_2mm_Wweek_in_gs_19.0,CDD_2mm_Wweek_in_gs_20.0,CDD_2mm_Wweek_in_gs_21.0,CDD_2mm_Wweek_in_gs_22.0,CDD_2mm_Wweek_in_gs_23.0,CDD_2mm_Wweek_in_gs_24.0,CDD_2mm_Wweek_in_gs_25.0,CDD_2mm_Wweek_in_gs_26.0,CDD_2mm_Wweek_in_gs_27.0
31031,1999,4,3,5,3,5,4,3,5,6,4,2,6,4,4,7,2,6,5,4,7,6,6,4,6,6,7,1,4,4,6,3,5,6,3,5,6,4,4,6,4,5,7,2,6,5,6,7,6,6,4,6,6,7,1
31031,2000,6,7,3,6,5,4,6,6,3,7,2,3,4,5,5,4,4,5,7,7,7,6,6,7,4,4,1,7,7,5,6,5,4,6,6,4,7,3,6,4,6,6,6,4,5,7,7,7,6,7,7,5,5,1
31031,2001,4,5,6,5,4,5,7,7,3,4,4,6,6,3,2,6,4,5,7,3,5,6,5,5,5,7,1,5,5,6,5,5,5,7,7,3,4,5,6,6,6,2,6,5,5,7,3,5,7,5,5,5,7,1
31031,2002,7,5,6,5,5,5,5,7,6,5,6,6,6,5,7,7,5,6,3,7,4,4,7,3,6,6,1,7,6,6,5,5,5,6,7,6,6,7,6,6,5,7,7,6,7,4,7,4,4,7,3,7,6,1
31031,2003,5,7,3,4,2,2,5,6,6,1,4,2,5,5,5,6,7,6,6,7,7,4,7,4,5,7,0,5,7,3,6,2,3,5,6,6,3,4,3,5,5,5,7,7,6,6,7,7,4,7,5,5,7,0
31031,2004,7,5,5,4,7,5,5,4,4,4,4,2,7,2,4,6,3,5,4,6,5,6,4,5,4,6,1,7,5,6,5,7,5,5,4,5,4,4,2,7,2,4,6,3,5,5,6,5,6,5,6,4,6,1
31031,2005,7,4,5,5,6,3,5,6,3,2,2,7,4,6,6,6,5,5,6,4,6,6,6,7,7,4,1,7,4,5,6,7,4,6,6,4,3,2,7,5,6,6,7,5,6,6,4,7,6,6,7,7,4,1
31031,2006,5,7,4,5,5,4,7,5,7,5,3,2,6,4,6,6,6,6,4,5,6,3,5,6,5,4,1,5,7,6,5,5,6,7,6,7,6,3,2,6,4,6,6,6,6,5,6,6,3,6,6,5,5,1
31031,2007,5,5,5,3,5,6,7,3,1,4,4,5,7,7,5,6,5,6,6,4,1,6,6,6,6,5,0,5,6,6,3,5,6,7,5,3,7,4,5,7,7,5,7,6,6,6,4,3,6,6,6,7,6,0
31031,2008,5,4,7,4,5,3,5,4,2,3,6,4,4,4,5,2,5,6,4,2,7,6,2,5,6,6,1,6,4,7,5,5,4,7,4,3,3,7,4,5,5,6,4,6,7,4,3,7,7,3,5,6,6,1
31031,2009,5,5,3,4,5,5,6,1,5,2,0,3,3,4,3,4,6,4,2,5,5,7,7,6,5,4,1,5,5,3,5,6,6,7,2,5,2,2,3,3,4,4,5,6,4,3,5,5,7,7,6,5,5,1
31031,2010,5,6,5,4,6,4,2,4,5,4,1,4,7,4,5,5,5,3,6,6,7,6,7,6,6,5,1,6,6,5,4,6,4,4,4,5,4,1,6,7,4,6,6,5,4,6,6,7,6,7,6,7,6,1
31031,2011,7,6,3,6,7,5,3,2,4,6,3,2,4,2,4,6,3,4,0,5,6,6,5,5,5,7,1,7,7,4,6,7,5,4,2,5,7,3,2,4,3,4,7,4,5,1,6,7,6,6,5,5,7,1
31031,2012,6,6,3,5,6,6,6,3,6,6,5,5,7,6,5,5,5,4,7,6,7,7,6,5,7,7,1,7,6,3,5,7,7,6,3,6,6,5,5,7,6,5,5,6,4,7,6,7,7,6,6,7,7,1
31031,2013,7,2,4,5,6,6,4,3,3,4,6,2,7,7,3,5,5,3,2,4,6,6,7,5,5,4,1,7,4,5,6,6,6,4,5,3,5,6,3,7,7,3,5,5,3,3,5,6,6,7,6,6,4,1
31031,2014,6,5,7,6,5,3,6,4,4,2,4,5,3,7,3,6,6,6,1,6,5,4,5,4,7,6,0,7,6,7,6,6,3,6,7,4,2,6,5,3,7,3,6,6,7,1,6,5,4,6,4,7,7,0
31031,2015,7,5,3,5,6,1,2,2,3,2,4,3,4,5,6,4,4,5,3,5,6,7,6,7,5,4,1,7,6,3,6,7,1,2,2,4,4,5,4,5,5,6,4,5,6,5,6,6,7,7,7,5,4,1
31031,2016,7,7,1,4,3,3,5,4,2,7,5,7,3,5,7,4,4,5,5,5,5,6,4,6,6,6,1,7,7,4,4,4,4,6,4,3,7,5,7,3,5,7,5,4,5,6,6,5,6,5,6,7,6,1
31031,2017,4,5,5,4,7,4,2,4,5,5,6,5,5,5,5,5,4,2,2,2,7,5,7,5,5,3,1,6,5,6,4,7,5,2,4,6,5,6,7,5,5,6,6,4,3,4,3,7,6,7,5,6,3,1
31031,2018,3,5,5,4,5,4,2,4,4,3,5,1,3,5,6,4,3,4,6,6,5,7,6,7,3,5,1,5,5,5,6,6,4,4,4,4,4,6,1,3,6,6,5,4,5,6,6,5,7,7,7,3,5,1
31031,2019,5,4,6,4,3,2,4,2,3,4,5,0,4,1,4,5,4,4,3,2,5,5,7,4,4,5,1,5,5,7,6,5,3,5,2,4,5,5,1,5,1,6,6,5,5,3,4,5,5,7,4,6,5,1
31031,2020,6,6,5,6,2,6,4,4,5,2,6,3,6,5,3,4,5,4,5,7,6,5,6,4,7,7,1,7,6,7,6,3,6,4,5,6,5,6,4,6,5,3,4,5,4,5,7,7,5,6,5,7,7,1
31031,2021,6,7,3,6,6,6,3,5,5,6,5,7,2,4,4,6,6,6,6,7,5,4,5,5,4,7,0,6,7,4,6,6,7,4,5,6,6,5,7,2,4,5,6,6,6,7,7,5,5,5,6,6,7,0
31031,2022,7,6,7,5,2,5,6,6,4,2,7,7,6,2,5,6,2,7,6,4,7,7,7,5,3,7,1,7,7,7,5,3,5,6,6,4,2,7,7,6,3,5,6,2,7,6,4,7,7,7,5,4,7,1
31031,2023,4,6,6,6,6,2,3,7,1,6,4,4,2,3,3,5,5,1,3,6,7,7,6,3,5,6,1,4,6,6,6,6,2,3,7,2,6,4,5,3,5,4,6,7,2,3,6,7,7,6,3,5,6,1
31031,2024,4,6,4,4,4,6,5,2,2,5,5,3,4,3,7,5,5,7,5,5,6,6,7,7,6,7,1,4,6,4,4,4,7,6,3,4,6,5,3,6,3,7,6,5,7,5,5,6,6,7,7,6,7,1
31033,1951,5,6,5,4,7,5,3,5,5,3,2,2,4,5,4,5,6,7,6,6,4,4,1,6,6,7,1,5,6,5,6,7,6,5,5,6,4,4,2,5,5,4,6,6,7,6,6,4,4,1,6,6,7,1
31033,1952,5,6,4,6,5,4,2,1,6,7,7,7,3,7,5,7,7,6,2,7,5,2,7,6,6,7,1,6,7,5,6,6,4,2,3,6,7,7,7,3,7,5,7,7,7,5,7,6,3,7,6,6,7,1
31033,1953,4,3,6,6,2,7,4,7,5,4,7,5,7,4,5,4,6,1,5,5,4,6,7,7,7,7,1,5,4,7,6,3,7,4,7,5,4,7,5,7,4,6,4,6,1,6,5,4,7,7,7,7,7,1
31033,1954,7,7,6,6,4,7,4,5,6,5,5,6,3,7,6,4,4,5,4,4,4,7,3,7,7,7,0,7,7,7,6,4,7,5,5,6,5,5,6,3,7,6,4,4,5,6,4,4,7,3,7,7,7,0
31033,1955,7,6,7,7,7,7,2,3,7,2,4,5,6,7,5,7,5,7,3,7,6,5,7,7,6,4,1,7,6,7,7,7,7,4,3,7,3,4,5,6,7,5,7,5,7,3,7,7,5,7,7,6,5,1
31033,1956,6,6,7,4,7,7,6,4,4,4,6,5,4,2,5,5,7,3,4,5,5,7,7,7,7,6,1,6,7,7,4,7,7,6,5,4,5,6,5,6,2,6,5,7,4,4,6,5,7,7,7,7,6,1
31033,1957,2,6,5,5,5,3,1,4,5,6,4,6,5,7,4,3,6,5,6,6,5,2,7,5,5,7,1,3,6,5,5,5,5,2,4,5,6,4,7,5,7,4,3,6,5,6,6,5,3,7,5,7,7,1
31033,1958,4,4,7,3,7,5,3,5,7,6,2,1,5,1,5,0,5,7,6,5,4,7,6,5,6,5,0,5,5,7,4,7,5,3,6,7,6,2,1,5,2,5,2,6,7,6,5,4,7,6,5,6,6,0
31033,1959,7,6,5,7,5,5,5,3,4,7,7,4,2,7,5,5,7,6,5,6,5,7,7,7,5,4,0,7,6,6,7,5,5,5,4,5,7,7,5,3,7,6,5,7,6,5,6,6,7,7,7,6,4,1
31033,1960,7,6,5,5,5,6,3,6,6,5,3,4,6,3,7,5,7,7,6,6,6,7,7,5,4,6,1,7,7,5,5,6,6,3,6,6,5,4,4,7,3,7,6,7,7,6,6,6,7,7,6,6,6,1
31033,1961,7,4,7,7,3,7,3,5,4,3,5,7,7,6,0,5,5,5,6,6,7,6,6,6,4,5,0,7,4,7,7,4,7,3,5,4,3,6,7,7,6,1,5,5,5,7,6,7,7,7,7,4,5,0
31033,1962,6,6,7,7,7,7,4,3,2,2,5,3,4,5,4,5,2,1,7,7,6,5,7,7,7,6,1,6,6,7,7,7,7,4,4,2,3,5,3,4,6,5,5,3,3,7,7,6,5,7,7,7,7,1
31033,1963,7,5,7,6,5,7,4,5,3,4,4,7,7,6,6,5,4,5,5,4,6,3,7,6,4,6,1,7,6,7,6,7,7,4,5,3,6,4,7,7,6,6,6,4,5,5,5,7,4,7,6,4,6,1
31033,1964,3,7,5,5,6,6,7,7,3,3,5,4,7,5,4,7,5,7,7,6,7,6,6,6,5,7,1,3,7,5,7,6,6,7,7,4,5,5,5,7,5,5,7,5,7,7,7,7,6,6,6,5,7,1
31033,1965,4,7,7,7,7,6,5,2,5,3,0,2,3,5,3,4,3,6,7,7,4,7,6,6,2,4,0,5,7,7,7,7,6,5,2,5,3,1,3,4,6,5,4,3,7,7,7,4,7,6,7,3,6,0
31033,1966,7,5,4,6,7,5,7,7,7,4,6,5,5,4,5,5,3,4,3,7,4,5,5,4,6,6,1,7,5,5,7,7,6,7,7,7,5,6,6,6,5,6,6,3,5,3,7,4,5,5,5,6,6,1
31033,1967,7,4,7,4,3,5,4,5,2,1,1,3,3,4,5,6,5,6,5,6,7,5,7,5,5,6,1,7,4,7,5,3,6,4,5,2,3,1,3,3,4,5,6,6,6,5,6,7,5,7,6,6,6,1
31033,1968,4,7,5,6,7,4,4,2,4,3,4,7,5,5,7,7,3,5,5,5,7,6,6,7,7,7,1,4,7,5,7,7,5,5,3,4,5,5,7,5,6,7,7,3,6,5,5,7,6,6,7,7,7,1
31033,1969,7,6,4,7,5,5,3,5,7,5,3,4,4,5,5,2,6,5,6,6,5,6,7,7,6,7,1,7,7,4,7,6,5,5,7,7,5,3,5,4,5,5,2,6,7,6,7,5,6,7,7,6,7,1
31033,1970,6,6,3,6,7,6,5,6,3,7,4,6,6,5,5,6,5,5,7,6,7,6,6,4,7,6,1,7,6,4,6,7,6,5,6,3,7,4,6,6,5,5,6,5,5,7,7,7,7,7,4,7,6,1
31033,1971,7,6,4,1,5,3,6,5,4,6,2,6,5,2,6,7,5,6,7,6,7,6,5,7,1,7,0,7,7,5,2,6,3,7,5,5,6,3,7,5,2,6,7,5,6,7,6,7,6,5,7,2,7,1
31033,1972,7,6,7,4,6,3,6,7,4,3,5,5,4,3,6,3,2,4,7,6,6,5,4,6,7,6,1,7,6,7,4,7,3,6,7,5,3,5,6,4,3,7,3,3,4,7,7,6,5,4,6,7,6,1
31033,1973,6,5,5,5,5,5,7,5,4,5,5,7,5,6,4,4,4,5,6,5,7,7,7,4,6,3,1,6,6,5,5,5,5,7,6,4,5,6,7,5,7,7,4,4,5,6,5,7,7,7,4,6,3,1
31033,1974,4,3,6,7,6,4,6,7,5,5,6,7,7,7,3,6,5,7,4,6,4,6,6,6,7,7,1,5,4,7,7,6,5,6,7,6,5,7,7,7,7,3,6,5,7,4,7,6,6,6,6,7,7,1
31033,1975,5,5,6,6,7,6,4,5,2,6,7,2,6,6,5,6,5,4,7,3,6,6,7,5,7,7,0,5,5,6,6,7,7,6,6,3,6,7,3,6,7,6,6,6,4,7,5,7,6,7,6,7,7,0
31033,1976,6,6,3,5,6,6,6,2,5,7,7,5,7,5,7,5,4,4,5,6,7,7,7,6,5,6,1,6,6,3,5,7,7,7,4,5,7,7,5,7,5,7,5,5,4,5,7,7,7,7,7,6,7,1
31033,1977,6,5,2,7,5,6,6,4,4,5,3,5,6,6,4,5,3,6,3,6,4,3,7,6,7,7,1,6,5,2,7,5,6,6,5,5,5,3,5,7,6,4,6,3,6,4,6,4,5,7,6,7,7,1
31033,1978,6,4,5,5,2,4,6,6,3,3,7,6,6,5,7,4,6,2,6,5,6,2,7,7,6,7,1,6,5,6,5,3,5,6,6,4,3,7,6,6,5,7,4,6,3,7,5,7,5,7,7,6,7,1
31033,1979,6,5,6,5,6,4,6,6,3,4,5,4,3,2,6,5,1,4,6,5,1,5,7,4,7,7,1,6,5,6,6,7,4,7,7,5,4,5,6,3,3,6,5,3,5,6,5,2,5,7,4,7,7,1
31033,1980,4,7,7,6,6,4,2,7,4,7,6,4,7,5,6,5,5,7,5,5,5,5,7,6,6,7,1,4,7,7,6,6,5,2,7,4,7,6,4,7,6,7,5,6,7,6,5,5,5,7,6,6,7,1
31033,1981,6,5,5,6,5,2,2,7,3,4,5,6,6,5,5,5,3,5,4,3,5,7,6,6,6,7,1,6,6,6,6,5,3,3,7,6,5,5,6,7,6,5,6,3,6,4,4,5,7,6,6,6,7,1
31033,1982,6,7,7,5,5,5,4,3,2,5,3,3,3,4,3,5,5,5,5,6,4,7,5,3,7,7,1,7,7,7,5,5,6,4,4,4,6,3,3,4,4,3,5,6,5,6,6,5,7,6,5,7,7,1
31033,1983,5,4,7,4,3,4,4,5,3,2,3,5,4,7,6,5,3,4,5,6,5,5,5,7,6,7,1,5,5,7,6,3,5,5,7,4,3,4,6,4,7,6,5,4,4,6,6,6,6,6,7,7,7,1
31033,1984,5,6,5,4,1,5,6,4,5,3,4,3,7,5,5,5,6,4,5,6,5,7,7,5,5,5,1,5,6,5,5,2,5,6,4,5,5,6,4,7,5,5,5,6,5,6,7,5,7,7,5,6,6,1
31033,1985,5,7,6,5,5,5,4,6,4,5,6,6,4,6,6,2,5,3,6,6,7,6,4,4,6,3,1,6,7,6,5,5,5,4,6,4,5,7,7,4,6,7,4,5,3,6,6,7,6,5,4,7,4,1
31033,1986,5,4,6,6,6,5,3,7,4,5,4,6,7,7,4,5,7,5,5,6,7,4,3,6,3,7,1,5,6,6,6,7,6,4,7,4,5,5,6,7,7,4,5,7,5,6,7,7,4,5,7,5,7,1
31033,1987,7,5,7,7,4,5,5,0,4,6,4,4,5,3,3,6,7,6,5,5,3,6,6,5,4,7,1,7,5,7,7,4,6,6,2,6,6,4,4,6,3,3,6,7,6,5,5,3,6,6,6,6,7,1
31033,1988,7,7,6,4,5,7,6,3,4,7,4,6,5,6,5,5,6,6,5,4,6,7,7,3,5,5,1,7,7,6,5,5,7,6,3,5,7,4,6,6,6,5,5,6,6,6,4,6,7,7,4,6,5,1
31033,1989,7,5,7,5,7,6,2,6,5,4,7,6,4,7,6,7,7,5,5,4,6,5,6,3,5,7,1,7,6,7,7,7,6,2,6,6,4,7,7,5,7,6,7,7,5,6,4,6,5,6,3,6,7,1
31033,1990,5,5,6,3,5,4,5,5,2,5,5,7,6,5,4,5,5,3,5,4,6,7,6,7,4,7,1,6,7,7,4,6,5,6,5,2,6,6,7,6,6,4,6,5,4,5,5,7,7,6,7,5,7,1
31033,1991,7,6,6,6,5,7,4,4,3,3,4,4,7,7,4,6,4,7,6,4,7,6,7,1,7,7,0,7,7,6,6,5,7,5,4,4,3,4,4,7,7,6,6,4,7,6,5,7,6,7,4,7,7,0
31033,1992,7,7,5,7,7,6,6,5,2,3,4,4,3,4,4,4,3,3,7,4,4,5,6,6,7,7,1,7,7,5,7,7,6,7,5,3,3,4,4,3,6,4,4,4,3,7,4,4,5,6,7,7,7,1
31033,1993,5,6,5,4,7,4,7,5,5,4,5,3,5,6,5,4,2,5,3,6,6,6,4,5,5,7,1,5,6,7,6,7,4,7,5,6,4,5,4,6,6,5,5,3,5,3,6,6,6,5,5,5,7,1
31033,1994,7,5,6,5,4,6,5,3,6,5,7,3,7,3,5,4,4,6,6,6,7,6,7,5,6,7,1,7,6,7,6,6,6,5,5,6,5,7,4,7,4,5,4,5,6,6,6,7,6,7,5,6,7,1
31033,1995,7,3,3,6,2,2,5,3,3,1,6,6,3,6,5,3,5,4,5,5,5,6,7,7,4,7,0,7,3,4,6,5,3,5,4,3,1,6,6,4,6,6,3,6,4,6,7,6,7,7,7,5,7,0
31033,1996,7,4,5,6,6,5,7,2,3,6,5,3,6,6,5,5,3,3,5,6,6,5,5,6,3,5,1,7,5,5,6,7,5,7,2,4,6,5,4,7,7,5,5,3,3,5,6,6,5,5,6,3,6,1
31033,1997,4,5,7,7,4,7,7,2,3,4,3,4,5,7,6,6,6,3,4,3,6,6,6,7,3,5,1,6,5,7,7,7,7,7,2,3,5,4,5,5,7,6,6,6,3,4,4,7,6,6,7,4,5,1
31033,1998,5,5,5,7,7,2,6,3,6,1,4,3,7,4,6,5,3,3,4,5,7,6,7,5,4,7,1,5,6,6,7,7,3,7,3,6,3,4,3,7,4,6,6,3,3,4,5,7,7,7,6,5,7,1
31033,1999,3,4,5,3,2,7,3,5,4,6,3,5,4,6,6,3,7,4,4,7,6,4,4,6,6,4,1,4,4,5,3,4,7,3,5,4,6,4,6,4,6,6,3,7,4,5,7,6,4,4,6,6,4,1
31033,2000,7,7,5,4,6,6,6,6,6,7,6,5,6,6,5,5,5,5,5,7,6,5,7,7,5,4,1,7,7,6,5,6,6,6,6,6,7,7,6,6,6,5,7,5,5,6,7,6,6,7,7,5,4,1
31033,2001,5,4,6,5,3,6,6,5,4,1,6,7,7,6,3,6,5,6,7,7,5,7,5,5,3,7,1,5,4,6,5,3,6,7,6,4,2,6,7,7,6,3,6,5,6,7,7,5,7,5,5,3,7,1
31033,2002,7,5,6,6,5,6,5,6,6,4,7,7,6,5,7,6,6,7,6,6,4,3,7,4,7,7,1,7,6,6,6,5,6,5,6,7,5,7,7,6,5,7,6,6,7,6,6,4,3,7,4,7,7,1
31033,2003,5,7,4,5,3,3,5,6,5,2,4,4,6,7,6,6,4,3,6,6,7,4,6,5,6,7,0,5,7,4,5,4,3,6,7,5,3,4,4,6,7,6,6,4,3,6,7,7,4,7,5,6,7,0
31033,2004,7,4,6,5,6,6,4,1,6,7,4,1,5,4,5,5,3,5,5,6,5,5,4,5,6,7,1,7,4,6,5,7,7,5,3,6,7,4,1,6,5,5,5,4,6,5,7,5,6,5,5,6,7,1
31033,2005,6,5,6,5,6,4,7,6,4,4,1,7,4,4,6,7,4,5,6,4,5,6,7,6,6,5,1,6,5,6,5,6,4,7,7,4,4,2,7,5,4,6,7,4,5,6,4,5,6,7,7,6,6,1
31033,2006,6,7,7,4,5,6,7,5,5,6,4,4,5,5,6,6,6,5,6,6,7,4,6,5,5,5,1,6,7,7,4,5,7,7,6,6,6,4,4,5,5,7,6,6,5,7,6,7,4,6,5,6,5,1
31033,2007,5,5,7,3,4,6,6,6,3,6,5,4,6,7,4,7,5,5,5,5,4,6,5,6,7,5,0,6,5,7,3,5,6,6,6,4,6,5,5,6,7,5,7,5,5,5,5,5,6,7,6,7,6,0
31033,2008,6,4,7,5,5,4,6,4,3,3,6,5,6,5,6,6,3,5,4,4,7,7,4,5,7,6,1,6,4,7,6,5,4,6,4,5,3,6,5,6,6,6,6,4,6,4,5,7,7,4,5,7,7,1
31033,2009,4,5,4,7,3,5,7,3,5,2,1,1,4,1,4,6,5,5,4,4,4,6,7,5,5,4,1,6,5,4,7,5,5,7,3,6,3,2,3,4,2,4,7,5,5,4,5,6,6,7,5,5,4,1
31033,2010,5,6,5,3,6,4,3,6,4,5,2,7,7,4,5,6,6,5,6,6,7,7,7,7,7,6,1,6,6,5,4,7,6,4,6,7,5,2,7,7,4,6,6,6,5,6,6,7,7,7,7,7,6,1
31033,2011,5,4,3,1,7,5,4,2,4,7,4,2,3,2,3,4,7,6,4,5,6,6,7,5,5,7,1,7,6,4,3,7,6,4,3,4,7,4,3,3,3,4,5,7,7,4,6,7,6,7,6,5,7,1
31033,2012,7,5,4,5,5,5,7,4,7,3,6,7,7,4,5,7,6,5,7,6,6,7,7,5,7,6,1,7,7,4,5,7,6,7,4,7,4,6,7,7,4,5,7,7,6,7,6,6,7,7,5,7,6,1
31033,2013,7,4,4,7,5,7,6,5,3,5,6,3,7,6,3,5,6,4,4,4,7,6,6,2,4,4,1,7,5,5,7,5,7,6,6,5,5,7,3,7,6,3,5,6,5,5,4,7,7,6,2,4,4,1
31033,2014,7,5,7,6,7,3,7,5,4,4,6,4,4,7,4,5,5,6,5,6,1,3,5,5,7,5,0,7,5,7,6,7,3,7,6,4,4,6,5,4,7,5,5,7,6,5,6,3,6,6,5,7,5,0
31033,2015,6,6,3,4,7,2,3,1,2,4,3,6,5,5,5,4,5,6,3,5,6,7,7,7,6,7,1,6,6,4,5,7,3,3,2,3,6,3,6,5,5,6,5,5,6,4,6,6,7,7,7,6,7,1
31033,2016,7,6,5,5,5,6,6,4,2,7,5,7,4,5,7,5,4,4,2,6,5,6,5,6,6,6,1,7,6,5,6,5,6,6,6,3,7,5,7,4,5,7,5,5,4,6,6,5,6,5,6,6,6,1
31033,2017,5,6,6,3,6,6,4,5,6,5,7,6,5,5,5,6,5,5,1,3,7,6,7,6,5,5,1,6,7,6,3,6,6,4,6,6,5,7,6,5,6,5,6,6,7,1,3,7,7,7,7,5,5,1
31033,2018,5,5,6,5,3,5,3,5,4,5,7,2,4,5,6,5,4,5,4,7,3,7,6,5,6,6,1,5,5,6,6,4,7,3,6,4,5,7,2,4,6,6,5,4,5,5,7,5,7,6,6,6,6,1
31033,2019,6,6,6,4,3,3,6,3,4,2,5,1,6,1,4,6,5,6,4,4,3,6,7,4,6,6,1,7,6,7,5,5,5,6,5,4,5,5,1,6,1,4,7,6,6,4,5,4,6,7,4,6,6,1
31033,2020,7,6,5,5,3,7,5,4,6,5,6,5,4,6,6,4,5,5,6,7,6,7,6,5,7,7,1,7,6,5,5,3,7,5,5,7,6,6,6,5,6,6,4,5,5,6,7,6,7,6,6,7,7,1
31033,2021,7,7,5,6,5,5,4,4,3,6,7,5,3,5,5,7,7,6,7,6,6,6,5,5,6,7,1,7,7,5,6,6,5,6,4,4,6,7,5,4,5,5,7,7,6,7,6,6,7,5,7,6,7,1
31033,2022,7,6,7,6,2,7,6,5,4,4,6,7,7,2,5,6,5,6,7,6,7,7,7,6,2,6,1,7,6,7,6,4,7,7,5,4,4,6,7,7,2,6,6,5,7,7,6,7,7,7,7,6,7,1
31033,2023,5,7,5,6,6,2,2,7,0,4,2,3,3,3,4,4,7,3,4,7,6,5,6,5,7,7,1,6,7,5,7,6,2,3,7,1,5,3,5,4,3,5,5,7,3,5,7,6,5,7,5,7,7,1
31033,2024,5,7,4,4,4,7,5,4,4,5,5,4,7,4,7,3,5,6,3,4,3,7,6,7,7,7,1,5,7,6,4,6,7,6,5,5,5,5,5,7,4,7,3,5,6,5,5,5,7,6,7,7,7,1
31035,1951,5,6,5,4,4,5,1,3,3,3,4,4,3,6,3,6,6,5,4,4,3,4,3,4,7,6,1,5,7,5,4,5,6,2,3,3,3,4,4,4,6,4,6,6,6,4,4,3,5,3,4,7,7,1
31035,1952,7,3,3,5,4,6,5,4,5,7,7,5,4,6,4,6,7,4,4,6,6,4,7,6,7,7,1,7,4,3,5,5,7,5,4,6,7,7,5,4,6,4,6,7,4,4,7,6,4,7,6,7,7,1
31035,1953,3,4,6,5,2,6,5,7,5,4,6,5,5,4,4,5,7,5,4,7,7,7,6,7,7,7,1,3,4,7,5,3,6,6,7,5,4,6,6,5,4,4,5,7,6,4,7,7,7,6,7,7,7,1
31035,1954,7,6,4,5,2,7,4,5,3,5,4,5,7,6,6,7,6,4,2,3,3,6,7,6,6,6,1,7,7,5,5,4,7,5,5,3,6,6,5,7,6,6,7,6,4,3,3,4,7,7,6,6,6,1
31035,1955,7,5,7,6,6,7,5,5,5,3,4,5,7,6,5,6,6,7,5,7,6,7,7,6,2,2,1,7,5,7,6,6,7,5,5,5,3,4,5,7,6,6,6,6,7,5,7,6,7,7,7,3,3,1
31035,1956,5,7,7,3,5,5,7,7,3,6,7,2,3,4,7,4,7,4,2,5,7,5,5,7,7,7,1,6,7,7,4,5,6,7,7,3,6,7,2,4,4,7,4,7,6,3,5,7,7,6,7,7,7,1
31035,1957,4,5,6,5,3,5,3,6,6,6,3,4,3,5,6,5,6,6,7,5,6,4,5,4,6,7,1,4,6,6,5,5,5,3,6,7,6,3,4,6,5,6,5,6,6,7,5,7,4,5,5,6,7,1
31035,1958,4,4,5,4,6,6,3,6,4,5,4,3,6,4,3,2,5,7,6,5,4,7,4,6,6,7,1,4,6,6,5,6,7,3,6,5,6,5,4,6,5,3,2,5,7,6,5,5,7,4,6,6,7,1
31035,1959,6,6,4,7,4,3,6,4,4,7,7,3,4,5,6,6,7,6,6,5,7,4,6,7,3,4,0,6,6,4,7,4,3,6,4,5,7,7,3,4,5,6,6,7,6,6,5,7,5,6,7,3,4,1
31035,1960,5,6,6,7,3,5,5,5,7,5,3,3,6,4,4,6,5,4,4,6,6,6,7,6,6,4,1,5,6,6,7,3,5,5,5,7,5,3,3,6,4,4,6,7,5,4,6,6,6,7,6,6,4,1
31035,1961,7,3,7,6,4,5,2,4,5,4,4,6,6,4,5,6,4,6,5,5,5,6,5,4,6,5,0,7,3,7,7,5,6,3,4,5,4,4,6,7,4,5,6,4,6,5,5,5,6,6,4,6,6,0
31035,1962,7,5,7,5,5,7,4,5,2,0,7,5,4,4,2,4,4,5,6,6,5,6,5,4,5,6,0,7,5,7,6,6,7,4,5,3,1,7,5,5,5,2,4,5,5,6,6,5,6,5,4,5,7,0
